Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,Technological specialization diploma holders,1,Informatics Engineering,Daytime,Technological specialization course,130.0,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle,Technician/Professional,Administrative,130.0,No,No,No,Yes,Male,No,20,No,0,5,12,1,13.0,0,0,5,8,3,12.6,0,12.4,0.5,1.79,Enrolled
Single,Change of course,1,Agronomy,Daytime,Secondary education,120.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Executive/Director,Intellectual/Scientific,115.0,No,No,No,Yes,Male,No,22,No,0,6,12,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout
Divorced,Over 23 years old,1,Nursing,Daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Technician/Professional,Technician/Professional,154.3,No,No,No,Yes,Female,No,32,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,Dropout
Single,1st phase - general contingent,1,Management,Daytime,Secondary education,143.0,Portuguese,Secondary Education - 12th Year,Basic Education 1st Cycle,Unskilled,Unskilled,135.0,Yes,No,No,Yes,Female,No,21,No,0,5,8,4,11.0,0,0,5,8,5,12.0,0,7.6,2.6,0.32,Enrolled
Single,2nd phase - general contingent,4,Advertising and Marketing Management,Daytime,Secondary education,126.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative,Construction/Craft,115.2,No,No,No,No,Female,No,19,No,0,6,7,3,12.666666666666666,0,0,6,10,5,13.125,0,10.8,1.4,1.74,Dropout
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,125.0,Portuguese,Basic Education 3rd Cycle,Secondary Education - 12th Year,Unskilled,Unskilled,130.6,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,13.5,0,0,6,6,6,14.0,0,8.9,1.4,3.51,Graduate
Single,1st phase - general contingent,4,Management,Daytime,Secondary education,123.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Unskilled,Construction/Craft,117.4,Yes,No,No,Yes,Female,Yes,18,No,0,5,7,5,12.0,0,0,5,10,5,11.4,0,8.9,1.4,3.51,Graduate
Single,Holders of other higher courses,1,Management,Daytime,Higher education - bachelor's degree,150.0,Portuguese,Higher Education - Degree,Basic Education 1st Cycle,Intellectual/Scientific,Service/Security/Sales,150.0,Yes,No,Yes,No,Female,No,38,No,0,5,6,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,2nd phase - general contingent,3,Basic Education,Daytime,Secondary education,132.0,Portuguese,Unknown,Unknown,Student,Student,131.3,Yes,No,No,Yes,Female,No,21,No,0,6,8,5,11.8,0,0,6,8,4,10.5,0,7.6,2.6,0.32,Dropout
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,133.0,Portuguese,Unknown,Basic Education 1st Cycle,Service/Security/Sales,Service/Security/Sales,120.4,No,No,No,No,Female,No,21,No,0,6,12,2,11.5,0,0,6,13,1,13.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general contingent,1,Management (evening attendance),Evening,Secondary education,122.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Technician/Professional,113.6,No,No,No,Yes,Male,No,26,No,0,5,11,2,11.5,0,0,5,10,3,12.0,0,7.6,2.6,0.32,Enrolled
Single,1st phase - general contingent,4,Nursing,Daytime,Secondary education,137.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Unskilled,Technician/Professional,125.0,Yes,No,No,Yes,Female,No,19,No,0,7,7,6,14.616666666666667,0,0,7,7,6,14.616666666666667,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,6,Nursing,Daytime,Secondary education,145.0,Portuguese,Basic Education 3rd Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,132.3,Yes,No,No,Yes,Female,Yes,19,No,0,8,8,7,14.06,0,0,8,8,7,14.06,0,10.8,1.4,1.74,Enrolled
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary education,150.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Unskilled,Armed Forces,142.7,No,No,Yes,Yes,Female,No,18,No,0,6,9,4,11.0,0,0,6,12,3,11.333333333333334,0,7.6,2.6,0.32,Dropout
Single,Holders of other higher courses,1,Management,Daytime,Higher education - degree,130.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,130.0,No,No,No,Yes,Female,No,25,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,1st phase - general contingent,6,Nursing,Daytime,Secondary education,136.0,Portuguese,Basic Education 1st Cycle,Secondary Education - 12th Year,Service/Security/Sales,Administrative,120.8,Yes,No,No,Yes,Female,No,19,No,6,14,22,7,12.192307692307692,5,6,14,22,7,12.192307692307692,5,7.6,2.6,0.32,Graduate
Single,2nd phase - general contingent,2,Tourism,Daytime,Secondary education,131.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Unskilled,Unskilled,130.3,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,12.833333333333334,0,0,6,7,6,12.333333333333334,0,13.9,-0.3,0.79,Graduate
Single,2nd phase - general contingent,1,Management,Daytime,Secondary education,130.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Construction/Craft,119.9,No,No,No,Yes,Female,Yes,19,No,0,5,8,5,12.875,0,0,5,6,5,11.833333333333334,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,108.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Unskilled,Construction/Craft,110.5,Yes,No,No,Yes,Female,Yes,22,No,0,6,6,6,12.166666666666666,0,0,6,6,6,12.5,0,12.4,0.5,1.79,Graduate
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,160.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Agriculture/Fishery,Agriculture/Fishery,160.0,Yes,No,No,Yes,Female,No,21,No,0,6,11,6,13.428571428571429,0,0,6,12,6,12.857142857142858,0,15.5,2.8,-4.06,Graduate
Single,2nd phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,113.0,Portuguese,Basic Education 3rd Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,118.6,Yes,No,No,Yes,Female,Yes,21,No,0,6,6,6,14.5,0,0,6,8,6,14.666666666666666,0,8.9,1.4,3.51,Graduate
Single,1st phase - general contingent,1,Basic Education,Daytime,Secondary education,113.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Technician/Professional,Construction/Craft,112.3,No,No,No,Yes,Female,Yes,20,No,0,7,7,7,12.142857142857142,0,0,7,7,7,12.857142857142858,0,11.1,0.6,2.02,Graduate
Married,1st phase - general contingent,1,Management,Daytime,Secondary education,137.0,Portuguese,Basic Education 3rd Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,124.4,No,No,No,Yes,Female,No,19,No,0,5,6,4,11.25,0,0,5,10,3,11.714285714285714,0,10.8,1.4,1.74,Enrolled
Single,1st phase - general contingent,4,Nursing,Daytime,Secondary education,148.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled,Technician/Professional,125.0,Yes,No,No,Yes,Female,No,18,No,0,7,7,6,13.9,0,0,7,7,6,13.9,0,7.6,2.6,0.32,Graduate
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,130.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled,Machine Operator,105.8,No,No,No,Yes,Female,No,26,No,0,7,12,3,13.766666666666666,0,0,7,11,3,12.066666666666668,0,13.9,-0.3,0.79,Dropout
Single,"Ordinance No. 533-A/99, item b2) (Different Plan)",1,Management,Daytime,Higher education - bachelor's degree,133.1,Portuguese,Unknown,Unknown,Student,Student,121.5,Yes,No,No,Yes,Female,No,31,No,13,15,17,13,11.615384615384617,0,11,14,14,11,12.545454545454543,0,7.6,2.6,0.32,Dropout
Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,138.0,Portuguese,Basic Education 1st Cycle,Basic Education 2nd Cycle,Unskilled,Machine Operator,134.2,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,15.166666666666666,0,0,6,7,6,14.142857142857142,0,11.1,0.6,2.02,Graduate
Divorced,Holders of other higher courses,1,Management,Daytime,Higher education - degree,130.0,Portuguese,Basic Education 3rd Cycle,Secondary Education - 12th Year,Service/Security/Sales,Service/Security/Sales,130.0,No,No,No,Yes,Female,No,35,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,127.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,122.8,Yes,No,No,Yes,Female,No,19,No,0,5,10,2,14.5,1,0,5,9,3,11.333333333333334,0,12.7,3.7,-1.7,Enrolled
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,115.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Construction/Craft,Construction/Craft,108.7,No,No,No,Yes,Female,Yes,19,No,0,6,9,5,10.8,0,0,6,8,6,10.714285714285714,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general contingent,2,Nursing,Daytime,Secondary education,147.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Administrative,Technician/Professional,136.7,No,No,No,Yes,Female,No,18,No,0,7,7,7,13.995714285714287,0,0,8,9,8,14.955555555555556,0,11.1,0.6,2.02,Graduate
Single,2nd phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,132.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Administrative,Unskilled,119.1,No,No,No,Yes,Female,No,20,No,0,6,8,6,13.285714285714286,0,0,6,16,6,11.8,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,4,Animation and Multimedia Design,Daytime,Secondary education,146.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Unskilled,Service/Security/Sales,151.3,Yes,No,No,Yes,Female,Yes,19,No,6,12,12,12,12.75,0,4,11,16,11,13.25,0,8.9,1.4,3.51,Graduate
Single,Change of course,1,Social Service,Daytime,Secondary education,109.0,Portuguese,Basic Education 3rd Cycle,Basic Education 1st Cycle,Service/Security/Sales,Service/Security/Sales,108.3,No,No,No,Yes,Female,Yes,21,No,0,6,15,2,10.5,0,0,6,8,5,12.4,0,10.8,1.4,1.74,Enrolled
Single,2nd phase - general contingent,1,Basic Education,Daytime,Secondary education,133.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Unskilled,Unskilled,127.4,No,No,Yes,Yes,Female,Yes,18,No,0,7,7,7,12.714285714285714,0,0,7,7,7,12.285714285714286,0,16.2,0.3,-0.92,Graduate
Single,Transfer,1,Nursing,Daytime,Secondary education,124.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Administrative,Unskilled,124.0,No,No,No,Yes,Female,No,23,No,0,8,8,8,12.88625,0,0,8,8,8,12.88625,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Unskilled,Unskilled,155.0,No,No,No,Yes,Female,Yes,21,No,0,6,7,5,13.0,0,0,6,6,6,12.666666666666666,0,16.2,0.3,-0.92,Graduate
Single,1st phase - general contingent,1,Management,Daytime,Secondary education,121.0,Portuguese,Basic Education 1st Cycle,Basic Education 2nd Cycle,Unskilled,Unskilled,114.0,No,No,No,Yes,Female,Yes,19,No,0,5,7,5,12.2,0,0,5,6,5,11.2,0,11.1,0.6,2.02,Graduate
Single,1st phase - general contingent,2,Management,Daytime,Secondary education,129.0,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,Technician/Professional,Construction/Craft,118.9,Yes,No,No,Yes,Female,No,19,No,0,5,8,4,12.8,0,0,5,10,3,14.5,0,10.8,1.4,1.74,Enrolled
Single,Short cycle diploma holders,1,Veterinary Nursing,Daytime,Professional higher technical course,160.0,Portuguese,Basic Education 3rd Cycle,Basic Education 1st Cycle,Administrative,Unskilled,160.0,Yes,No,No,Yes,Female,No,20,No,7,11,15,11,13.785714285714286,0,4,9,9,9,13.88888888888889,0,8.9,1.4,3.51,Graduate
Single,Change of course,1,Management,Daytime,Secondary education,131.0,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle,Intellectual/Scientific,Unskilled,126.1,No,No,No,Yes,Female,No,18,No,0,5,5,0,0.0,0,0,5,9,4,13.25,2,16.2,0.3,-0.92,Enrolled
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,150.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Construction/Craft,136.5,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,8,14.50125,0,0,8,8,8,14.50125,0,9.4,-0.8,-3.12,Graduate
Married,1st phase - general contingent,5,Nursing,Daytime,Secondary education,130.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Administrative,Administrative,122.3,No,No,No,Yes,Female,No,19,No,0,7,7,6,14.35,0,0,7,7,6,14.35,0,7.6,2.6,0.32,Graduate
Single,2nd phase - general contingent,1,Communication Design,Daytime,Secondary education,133.1,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,Service/Security/Sales,Service/Security/Sales,128.0,No,No,No,Yes,Female,Yes,21,No,0,6,6,6,11.5,0,0,6,6,6,12.333333333333334,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,154.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Unskilled,Unskilled,156.5,Yes,Yes,No,Yes,Female,Yes,18,No,0,6,8,6,11.714285714285714,0,0,6,6,6,14.666666666666666,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,126.0,Portuguese,Basic Education 1st Cycle,Basic Education 3rd Cycle,Construction/Craft,Construction/Craft,125.7,No,No,No,Yes,Female,No,20,No,0,6,9,6,13.571428571428571,0,0,6,10,5,13.6,0,15.5,2.8,-4.06,Enrolled
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,150.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Unskilled,Service/Security/Sales,143.0,No,No,No,Yes,Female,No,18,No,0,6,6,5,13.0,0,0,6,6,6,13.666666666666666,0,12.7,3.7,-1.7,Graduate
Single,2nd phase - general contingent,5,Nursing,Daytime,Secondary education,141.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled,Construction/Craft,131.9,Yes,No,No,Yes,Female,Yes,18,No,0,7,8,7,13.56875,0,0,8,8,8,14.02625,0,15.5,2.8,-4.06,Graduate
Married,Change of course,1,Management (evening attendance),Evening,Secondary education,134.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,113.7,No,No,No,Yes,Female,No,32,No,1,5,5,5,10.2,0,0,5,9,4,11.25,0,9.4,-0.8,-3.12,Enrolled
Single,2nd phase - general contingent,2,Animation and Multimedia Design,Daytime,Secondary education,146.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Technician/Professional,Technician/Professional,155.1,Yes,No,No,Yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate
Single,1st phase - special contingent (Madeira Island),3,Basic Education,Daytime,Secondary education,134.0,Portuguese,Basic Education 3rd Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,121.1,Yes,No,No,Yes,Female,No,19,No,0,6,8,5,12.2,0,0,6,8,5,11.8,0,10.8,1.4,1.74,Enrolled
Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,139.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Unskilled,Technician/Professional,130.3,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,8,14.15375,0,0,8,8,8,14.15375,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general contingent,6,Nursing,Daytime,Secondary education,136.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative,Service/Security/Sales,123.3,No,No,No,No,Female,No,18,No,0,8,8,0,0.0,8,0,8,8,0,0.0,8,9.4,-0.8,-3.12,Dropout
Single,1st phase - general contingent,5,Journalism and Communication,Daytime,Secondary education,110.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Technician/Professional,Service/Security/Sales,117.4,Yes,No,No,Yes,Female,No,20,No,0,6,7,6,13.833333333333334,0,0,6,6,6,12.833333333333334,0,11.1,0.6,2.02,Graduate
Single,1st phase - special contingent (Azores Island),1,Advertising and Marketing Management,Daytime,Secondary education,135.0,Portuguese,Secondary Education - 12th Year,Other - 11th Year,Administrative,Administrative,140.3,Yes,No,No,Yes,Female,No,19,No,0,6,7,6,13.428571428571429,0,0,6,6,4,14.0,0,12.4,0.5,1.79,Enrolled
Single,2nd phase - general contingent,4,Nursing,Daytime,Secondary education,129.0,Portuguese,Basic Education 2nd Cycle,Basic Education 1st Cycle,Unskilled,Service/Security/Sales,120.0,Yes,No,No,Yes,Female,No,19,No,0,8,8,7,12.454285714285716,0,0,8,8,7,12.454285714285716,0,10.8,1.4,1.74,Graduate
Single,2nd phase - general contingent,1,Management,Daytime,Secondary education,139.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Construction/Craft,Service/Security/Sales,133.4,No,No,No,Yes,Female,No,18,No,0,5,9,1,11.0,1,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase - general contingent,4,Nursing,Daytime,Secondary education,137.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Administrative,Construction/Craft,126.7,Yes,No,No,Yes,Female,No,18,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,2nd phase - general contingent,3,Nursing,Daytime,Secondary education,138.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Construction/Craft,Machine Operator,129.3,Yes,No,No,Yes,Female,Yes,18,No,0,7,8,6,13.271666666666668,0,0,8,11,7,12.94375,0,12.4,0.5,1.79,Graduate
Single,2nd phase - general contingent,6,Nursing,Daytime,Secondary education,136.0,Portuguese,Higher Education - Degree,Basic Education 2nd Cycle,Intellectual/Scientific,Unskilled,125.7,Yes,No,No,Yes,Female,No,20,No,0,7,8,6,13.548333333333334,0,0,8,11,6,14.775,0,11.1,0.6,2.02,Enrolled
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,143.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Intellectual/Scientific,Service/Security/Sales,144.8,No,No,No,Yes,Female,No,19,No,0,6,6,6,12.166666666666666,0,0,6,6,6,12.5,0,16.2,0.3,-0.92,Enrolled
Single,1st phase - general contingent,1,Tourism,Daytime,Secondary education,133.1,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,Technician/Professional,Technician/Professional,98.6,No,No,No,Yes,Female,No,21,No,0,6,16,2,11.0,0,0,6,12,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,1st phase - general contingent,1,Basic Education,Daytime,Secondary education,136.0,Portuguese,Basic Education 2nd Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,126.9,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,7,13.285714285714286,0,0,7,7,7,14.428571428571429,0,11.1,0.6,2.02,Graduate
Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,139.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Administrative,Unskilled,146.7,Yes,No,No,Yes,Female,Yes,20,No,0,6,6,6,13.333333333333334,0,0,6,7,6,14.0,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,125.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Unskilled,Administrative,117.0,No,No,No,Yes,Female,Yes,21,No,0,8,8,8,13.2575,0,0,8,8,8,13.2575,0,9.4,-0.8,-3.12,Graduate
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,130.0,Portuguese,Basic Education 1st Cycle,Basic Education 2nd Cycle,Unskilled,Agriculture/Fishery,130.0,Yes,No,No,Yes,Female,No,23,No,0,6,7,0,0.0,0,0,6,7,0,0.0,0,11.1,0.6,2.02,Dropout
Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,137.0,Portuguese,Secondary Education - 12th Year,Basic Education 2nd Cycle,Service/Security/Sales,Machine Operator,125.8,No,No,No,No,Female,Yes,18,No,0,6,10,6,12.666666666666666,0,0,6,6,2,11.5,0,12.7,3.7,-1.7,Dropout
Married,Over 23 years old,1,Management (evening attendance),Evening,Higher education - degree,130.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Executive/Director,Armed Forces,160.0,No,No,No,Yes,Female,No,30,No,0,5,5,5,14.6,0,0,5,5,5,15.4,0,12.7,3.7,-1.7,Dropout
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,130.0,Portuguese,12th Year - Not Completed,Basic Education 3rd Cycle,Administrative,Executive/Director,134.2,Yes,No,No,Yes,Female,No,20,No,0,5,13,0,0.0,5,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout
Married,Change of course,2,Management,Daytime,Secondary education,160.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,96.0,No,No,No,No,Female,No,29,No,3,5,7,3,12.333333333333334,0,0,5,8,0,0.0,0,10.8,1.4,1.74,Dropout
Single,3rd phase - general contingent,1,Management,Daytime,Secondary education,100.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Service/Security/Sales,Service/Security/Sales,101.8,Yes,No,No,Yes,Female,No,24,No,0,5,5,5,10.8,0,0,5,11,2,11.0,0,10.8,1.4,1.74,Enrolled
